"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"81","""Senators advanced a bill that would.. undermine our right as citizens to go to court to protect endangered species"" https://t.co/BoIzwzvrYr",FALSE,54,NA,2017-10-29 21:41:01,FALSE,NA,"924752959833104386",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","RacingXtinction",78,FALSE,FALSE,NA,NA
"82","Endangered species need our help more than ever. I just took action to protect them. Click to do the same!… https://t.co/bOVRhNsVHS",FALSE,0,NA,2017-10-29 18:30:00,TRUE,NA,"924704888222822401",NA,"<a href=""http://phone2action.com"" rel=""nofollow"">Phone2Action</a>","Vegan4life63",0,FALSE,FALSE,NA,NA
"83",".@reppaultonko 90% of voters support Endangered Species Act. Listen to science &amp;amp; vote to protect it! #stopextinction",FALSE,0,NA,2017-10-29 18:29:58,FALSE,NA,"924704880362708992",NA,"<a href=""http://phone2action.com"" rel=""nofollow"">Phone2Action</a>","Vegan4life63",0,FALSE,FALSE,NA,NA
"84",".@SenSchumer 90% of voters support Endangered Species Act. Listen to science &amp;amp; vote to protect it! #stopextinction",FALSE,0,NA,2017-10-29 18:29:58,FALSE,NA,"924704879230312448",NA,"<a href=""http://phone2action.com"" rel=""nofollow"">Phone2Action</a>","Vegan4life63",0,FALSE,FALSE,NA,NA
"85",".@SenGillibrand 90% of voters support Endangered Species Act. Listen to science &amp;amp; vote to protect it! #stopextinction",FALSE,0,NA,2017-10-29 18:29:57,FALSE,NA,"924704877435072513",NA,"<a href=""http://phone2action.com"" rel=""nofollow"">Phone2Action</a>","Vegan4life63",0,FALSE,FALSE,NA,NA
"86","@EarnKnowledge Urge your U.S. Representative to protect the Endangered Species Act by voting “no” on H.R. 424, H.R.… https://t.co/IL6TbmYR0f",FALSE,0,"EarnKnowledge",2017-10-29 17:02:22,TRUE,"924508547592863744","924682834148696064","843112550","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MiltonUhuru",0,FALSE,FALSE,NA,NA
"87","@daxramires Of how you should protect, respect, and take care your partner like how an environmentalist treats an endangered species.",FALSE,1,"carla_laguna",2017-10-29 04:07:50,FALSE,"924487490865569792","924487917065576450","223429176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carla_laguna",0,FALSE,FALSE,NA,NA
"88","URGENT: Endangered Species Act under threat. Tell Congress to protect wildlife + support ESA integrity https://t.co/dorUEaapql via @wwf_act",FALSE,0,NA,2017-10-29 00:46:26,FALSE,NA,"924437232378875904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leejcaroll",0,FALSE,FALSE,NA,NA
"89","Yay! Convention on Conservation of Migratory Species (CMS) just adopted proposals to protect many endangered species https://t.co/C6vZAHeoBv",FALSE,0,NA,2017-10-28 22:33:13,FALSE,NA,"924403709152436224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","paulnorris99",0,FALSE,FALSE,NA,NA
"90","@WWF Adopt a Fossa and help WWF protect endangered animals #fossa #endangeredspecies #animalkingdom #wildlife #adopt https://t.co/fkhDxaTPrI",FALSE,0,"WWF",2017-10-28 22:10:18,FALSE,NA,"924397943800594432","13201312","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MarishkaMistry",0,FALSE,FALSE,NA,NA
