"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Help to Protect the Endangered Species Act! Plz sign: https://t.co/IUbeJyM1eL https://t.co/Yb44fCvoC9",FALSE,0,NA,2017-11-03 07:45:31,FALSE,NA,"926354640287031296",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AnimalsBelize",0,FALSE,FALSE,NA,NA
"2","Help to Protect the Endangered Species Act! Plz sign: https://t.co/IUbeJyM1eL https://t.co/QcryIzXjjL",FALSE,0,NA,2017-11-03 06:45:48,FALSE,NA,"926339611907035136",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AnimalsBelize",1,FALSE,FALSE,NA,NA
"3","Protect the Endangered Species Act - Sign the Petition! https://t.co/04uBdJZPAC via @Change",FALSE,0,NA,2017-11-03 04:53:15,FALSE,NA,"926311286207582208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrancerPaw",0,FALSE,FALSE,NA,NA
"4","Help to Protect the Endangered Species Act! Plz sign: https://t.co/IUbeJyM1eL https://t.co/tjNLUhKH3d",FALSE,1,NA,2017-11-03 04:47:32,FALSE,NA,"926309848328830976",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AnimalsBelize",1,FALSE,FALSE,NA,NA
"5","Help to Protect the Endangered Species Act! Plz sign: https://t.co/IUbeJyM1eL https://t.co/FwSqA1nVS9",FALSE,0,NA,2017-11-03 03:45:05,FALSE,NA,"926294133022642178",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AnimalsBelize",0,FALSE,FALSE,NA,NA
"6","Help to Protect the Endangered Species Act! Plz sign: https://t.co/IUbeJyM1eL https://t.co/cusaYsKGe0",FALSE,0,NA,2017-11-03 02:50:10,FALSE,NA,"926280313537515520",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AnimalsBelize",0,FALSE,FALSE,NA,NA
"7","Petition: Tell Congress to Protect the Endangered Species Act. Sign here: https://t.co/41gLKJpMya via @endangered https://t.co/KPn2eqk0ke",FALSE,0,NA,2017-11-03 02:45:25,FALSE,NA,"926279116848017410",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Linusthesheepie",0,FALSE,FALSE,NA,NA
"8","Sign the petition to tell Congress to protect the Endangered Species Act: https://t.co/cMcibp8BuI #stopextinction https://t.co/8bgAaSz1A5",FALSE,7,NA,2017-11-03 02:10:47,FALSE,NA,"926270400727838720",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","endangered",15,FALSE,FALSE,NA,NA
"9","Help to Protect the Endangered Species Act! Plz sign: https://t.co/IUbeJyM1eL https://t.co/jOMELc27cW",FALSE,0,NA,2017-11-03 01:45:53,FALSE,NA,"926264136580915201",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AnimalsBelize",0,FALSE,FALSE,NA,NA
"10","Help to Protect the Endangered Species Act! Plz sign: https://t.co/IUbeJyM1eL https://t.co/4Mmt5ODrKt",FALSE,0,NA,2017-11-03 00:45:07,FALSE,NA,"926248842714066944",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AnimalsBelize",0,FALSE,FALSE,NA,NA
