"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","""For less political species, Beijing has shown little interest in protecting their habitats or reviving their crash… https://t.co/iJCoR00tpV",FALSE,0,NA,2017-11-03 07:03:59,TRUE,NA,"926344187758252033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","akhil_arora",0,FALSE,FALSE,NA,NA
"2","New highly endangered orang-utan #Species identified: https://t.co/phj4H87BVW, https://t.co/mtOd6lofe3 https://t.co/qEchTYtGTl",FALSE,0,NA,2017-11-03 06:20:04,FALSE,NA,"926333136958623744",NA,"<a href=""http://www.mambolook.com/science"" rel=""nofollow"">ScienceNews</a>","ScienceTopNews",0,FALSE,FALSE,NA,NA
"3","New highly endangered orang-utan species identified in Sumatran forests 
https://t.co/lI2RjIuQhu",FALSE,0,NA,2017-11-03 06:09:03,FALSE,NA,"926330361558257664",NA,"<a href=""http://www.newsdingo.com"" rel=""nofollow"">ND Latest News</a>","NewsDingo",0,FALSE,FALSE,NA,NA
"4","New highly endangered orang-utan #Species identified: https://t.co/0d8zSooLsI, https://t.co/DvYZ7VDObw https://t.co/hOZLbZXtuc",FALSE,0,NA,2017-11-03 06:02:41,FALSE,NA,"926328761628360705",NA,"<a href=""http://www.mambolook.com/australia"" rel=""nofollow"">AustraliaNews</a>","AussieToday",0,FALSE,FALSE,NA,NA
"5","New highly endangered orang-utan species identified in Sumatran forests - Brisbane Times https://t.co/eLy5t0h2cM",FALSE,0,NA,2017-11-03 05:07:25,FALSE,NA,"926314851265339392",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PressSci",0,FALSE,FALSE,NA,NA
"6","New highly endangered orang-utan species identified in Sumatran forests https://t.co/VPqgkIWAr8",FALSE,0,NA,2017-11-03 05:03:06,FALSE,NA,"926313764995194882",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PeriodicalSci",0,FALSE,FALSE,NA,NA
"7","@Protect_Wldlife #HosseinSoudyGolabchi your reason for killing endangered species??! Did you eat or taxidermy? Soon it’ll be your turn.",FALSE,0,"Protect_Wldlife",2017-11-03 05:02:46,FALSE,"926217528627560449","926313683449516032","2292488509","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KenithaHallibu2",0,FALSE,FALSE,NA,NA
"8","New highly endangered orang-utan species identified in Sumatran forests https://t.co/u4c1FqYG4o",FALSE,0,NA,2017-11-03 05:01:25,FALSE,NA,"926313340430966784",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","hiraansaripk",0,FALSE,FALSE,NA,NA
"9","New highly endangered orang-utan #Species identified: https://t.co/eeLEP7S9J5, https://t.co/XAE0cVwwHa https://t.co/NMdkZjTKS5",FALSE,0,NA,2017-11-03 05:01:11,FALSE,NA,"926313281568038912",NA,"<a href=""http://www.mambolook.com/environment"" rel=""nofollow"">EnvironmentNews</a>","EnvironmentEye",0,FALSE,FALSE,NA,NA
"10","New highly endangered orang-utan species identified in Sumatran forests https://t.co/3NT5cwKPxV via @smh",FALSE,0,NA,2017-11-03 04:21:03,FALSE,NA,"926303183500185600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JennieDuke",0,FALSE,FALSE,NA,NA
"11","@Protect_Wldlife This murdering scum bag looks very pleased to have murdered such an endangered species. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>.",FALSE,0,"Protect_Wldlife",2017-11-03 03:22:48,FALSE,"926217528627560449","926288524139167745","2292488509","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Robval04",1,FALSE,FALSE,NA,NA
