"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Australia among the world's worst on biodiversity conservation https://t.co/YxX5fXydU7",FALSE,0,NA,2017-11-03 07:41:19,FALSE,NA,"926353581455785984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JulianCribb",1,FALSE,FALSE,NA,NA
"2","Australia among the world’s worst on biodiversity conservation https://t.co/86h1oLcuIa",FALSE,0,NA,2017-11-03 07:17:20,FALSE,NA,"926347547051950080",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","angusmrobinson",0,FALSE,FALSE,NA,NA
"3","Australia among the world’s worst on biodiversity conservation #solarnetworks https://t.co/GnnYr8SoX8",FALSE,0,NA,2017-11-03 07:15:01,FALSE,NA,"926346965536911360",NA,"<a href=""http://www.solarnetworks.eu"" rel=""nofollow"">Solar Networks</a>","solarnetworks",0,FALSE,FALSE,NA,NA
"4","Australia among the world's worst on biodiversity conservation https://t.co/AgYdI0AOii",FALSE,0,NA,2017-11-03 07:11:57,FALSE,NA,"926346192753184768",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MahlanguMakhosi",0,FALSE,FALSE,NA,NA
"5","Australia among the world's worst on biodiversity conservation https://t.co/865PWtBlZf",FALSE,2,NA,2017-11-03 06:12:36,FALSE,NA,"926331254437376000",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","EagleStarNET",0,FALSE,FALSE,NA,NA
"6","Australia among the world's worst on #biodiversity  #conservation &amp; now we're losing #LTERN  https://t.co/Q8ureXDUFg via @ConversationEDU",FALSE,0,NA,2017-11-03 06:12:15,FALSE,NA,"926331166843531265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","whydee13",0,FALSE,FALSE,NA,NA
"7","Australia among the world's worst on biodiversity conservation https://t.co/kWDC8xeYu7 via @ConversationEDU",FALSE,0,NA,2017-11-03 04:00:10,FALSE,NA,"926297929412939776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AngryWagtails",1,FALSE,FALSE,NA,NA
"8","Australia among the world’s worst on biodiversity conservation (Fri 03-11-2017) .. https://t.co/m9f6ArkQP4 #energy",FALSE,0,NA,2017-11-03 03:08:38,FALSE,NA,"926284959962169346",NA,"<a href=""http://eljmkt.com.au/eljmkt-daily/"" rel=""nofollow"">eljmkt-daily</a>","eljmkt_daily",0,FALSE,FALSE,NA,NA
"9","Australia among the world's worst on biodiversity conservation https://t.co/CNBoCWrI2w #CBD #biodiversity",FALSE,1,NA,2017-11-03 03:05:01,FALSE,NA,"926284050955948032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","QUT_IP",2,FALSE,FALSE,NA,NA
"10","Australia among the world’s worst on biodiversity conservation https://t.co/3731ufUalC #environment",FALSE,0,NA,2017-11-03 02:32:33,FALSE,NA,"926275876974747648",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","iQHSE",0,FALSE,FALSE,NA,NA
"11","Australia among the world's worst on biodiversity conservation https://t.co/goEbZq2Nit via @ConversationEDU",FALSE,0,NA,2017-11-03 02:27:23,FALSE,NA,"926274579915509765",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","M_Selinske",0,FALSE,FALSE,NA,NA
"12","Australia among the world's worst on biodiversity conservation https://t.co/d2rz4LAj4G via @ConversationEDU",FALSE,0,NA,2017-11-03 02:23:27,FALSE,NA,"926273590600916992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jhaue",2,FALSE,FALSE,NA,NA
"13","Australia among the world's worst on biodiversity conservation https://t.co/uIfG6aUpjO #CBD",FALSE,0,NA,2017-11-03 01:15:09,FALSE,NA,"926256400455684096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrRimmer",0,FALSE,FALSE,NA,NA
"14","""Australia among the world’s worst on biodiversity conservation,"" says Adjunct Principal Research Fellow Noel Preece https://t.co/O2hzQZEVUg",FALSE,0,NA,2017-11-03 01:04:01,FALSE,NA,"926253598924836865",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jcu",0,FALSE,FALSE,NA,NA
"15","Australia among the world's worst on biodiversity conservation https://t.co/QPvL7MkyuX via @ConversationEDU",FALSE,0,NA,2017-11-03 00:55:32,FALSE,NA,"926251461570433026",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","joffaman44",0,FALSE,FALSE,NA,NA
"16","Biodiversity Conservation. Whats that? Australia needs to step up to meet world standards.... https://t.co/59McDcTsuY",FALSE,0,NA,2017-11-03 00:04:33,FALSE,NA,"926238634537127937",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","DrOlaf_",0,FALSE,FALSE,NA,NA
"17","#Australia among the world's worst on #biodiversity #conservation https://t.co/GdoSoEhyDI",FALSE,1,NA,2017-11-02 23:49:53,FALSE,NA,"926234942333440001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DocsEnvAus",1,FALSE,FALSE,NA,NA
"18","Australia among the world's worst on biodiversity conservation https://t.co/PMKfk7DBN4 #climate #auspol",FALSE,0,NA,2017-11-02 23:49:44,FALSE,NA,"926234905910173696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lee_Tennant",1,FALSE,FALSE,NA,NA
"19","Australia among the world's worst on biodiversity conservation #hsceco #enviro https://t.co/z2yX5SbfkA via @ConversationEDU",FALSE,0,NA,2017-11-02 23:45:45,FALSE,NA,"926233903379165184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brownomics",0,FALSE,FALSE,NA,NA
"20","Australia among the world’s worst on biodiversity conservation https://t.co/0ayoMqRnla @ConversationEDU ^EM",FALSE,0,NA,2017-11-02 23:42:42,FALSE,NA,"926233134529699840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bluechillie",0,FALSE,FALSE,NA,NA
"21","Australia among the world's worst on biodiversity conservation https://t.co/ULmsrYs4X3 via @ConversationEDU",FALSE,0,NA,2017-11-02 23:11:03,FALSE,NA,"926225170582433796",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","somuchbullsh",0,FALSE,FALSE,NA,NA
"22","Australia among the world's worst on #biodiversity #conservation. The loss of LTERN compounds this. https://t.co/UXbrqBn9G7",FALSE,0,NA,2017-11-02 22:55:14,FALSE,NA,"926221189223088128",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AarontheEcolog",0,FALSE,FALSE,NA,NA
"23","A terrible record! ""Australia among the world's worst on biodiversity conservation https://t.co/r7Vsvg8fij via @ConversationEDU",FALSE,0,NA,2017-11-02 22:40:37,FALSE,NA,"926217512127102976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JohnRidley10",0,FALSE,FALSE,NA,NA
"24","Australia among the world's worst on biodiversity conservation https://t.co/0nUB5wEIFc",FALSE,0,NA,2017-11-02 22:31:15,FALSE,NA,"926215155012259847",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AustraliaTaxi",0,FALSE,FALSE,NA,NA
"25","#Australia <U+24B8><U+24B8><U+21AA> Australia among the world's worst on biodiversity conservation - The Conversation AU https://t.co/HbXTDzHfmw #Mundo",FALSE,0,NA,2017-11-02 22:28:41,FALSE,NA,"926214506015084546",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","clubcritica",0,FALSE,FALSE,NA,NA
"26","@JoshFrydenberg #Australia among the world's WORST on #biodiversity #conservation #auspol

 https://t.co/P7FkIXbKqm… https://t.co/FiY5jQL2w6",FALSE,0,"JoshFrydenberg",2017-11-02 22:18:57,TRUE,NA,"926212056121884672","63942152","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stopthefrack",0,FALSE,FALSE,NA,NA
